# E (eV),Tr Ideal
250.733768,0.904674
250.743769,0.904718
250.753769,0.904761
250.763769,0.904805
250.773769,0.904848
250.783770,0.904892
250.793770,0.904935
250.803770,0.904978
250.813770,0.905022
250.823771,0.905065
250.833771,0.905107
250.843771,0.905149
250.853771,0.905192
250.863772,0.905230
250.873772,0.905266
250.883772,0.905302
250.893772,0.905338
250.903773,0.905374
250.913773,0.905410
250.923773,0.905447
250.933773,0.905483
250.943774,0.905519
250.953774,0.905554
250.963774,0.905590
250.973774,0.905625
250.983775,0.905661
250.993775,0.905696
251.003775,0.905732
251.013775,0.905767
251.023776,0.905803
251.033776,0.905838
251.043776,0.905873
251.053776,0.905909
251.063777,0.905944
251.073777,0.905980
251.083777,0.906015
251.093777,0.906049
251.103778,0.906084
251.113778,0.906119
251.123778,0.906154
251.133778,0.906189
251.143779,0.906224
251.153779,0.906258
251.163779,0.906293
251.173779,0.906328
251.183780,0.906363
251.193780,0.906398
251.203780,0.906433
251.213780,0.906467
251.223781,0.906502
251.233781,0.906537
251.243781,0.906572
251.253781,0.906607
251.263782,0.906641
251.273782,0.906675
251.283782,0.906709
251.293782,0.906743
251.303783,0.906777
251.313783,0.906811
251.323783,0.906845
251.333783,0.906879
251.343784,0.906913
251.353784,0.906947
251.363784,0.906981
251.373784,0.907015
251.383785,0.907049
251.393785,0.907084
251.403785,0.907118
251.413785,0.907152
251.423786,0.907186
251.433786,0.907220
251.443786,0.907253
251.453786,0.907286
251.463787,0.907320
251.473787,0.907353
251.483787,0.907386
251.493787,0.907420
251.503788,0.907453
251.513788,0.907486
251.523788,0.907519
251.533788,0.907553
251.543789,0.907586
251.553789,0.907619
251.563789,0.907653
251.573789,0.907686
251.583790,0.907719
251.593790,0.907753
251.603790,0.907786
251.613790,0.907819
251.623791,0.907852
251.633791,0.907884
251.643791,0.907917
251.653791,0.907950
251.663792,0.907982
251.673792,0.908015
251.683792,0.908047
251.693792,0.908080
251.703793,0.908113
251.713793,0.908145
251.723793,0.908178
251.733793,0.908210
251.743794,0.908242
251.753794,0.908273
251.763794,0.908305
251.773794,0.908337
251.783795,0.908369
251.793795,0.908401
251.803795,0.908432
251.813795,0.908464
251.823796,0.908496
251.833796,0.908528
251.843796,0.908560
251.853796,0.908592
251.863797,0.908623
251.873797,0.908655
251.883797,0.908687
251.893797,0.908718
251.903798,0.908749
251.913798,0.908780
251.923798,0.908811
251.933798,0.908843
251.943799,0.908874
251.953799,0.908905
251.963799,0.908936
251.973799,0.908967
251.983800,0.908997
251.993800,0.909026
252.003800,0.909056
252.013800,0.909085
252.023801,0.909115
252.033801,0.909144
252.043801,0.909174
252.053801,0.909203
252.063802,0.909232
252.073802,0.909262
252.083802,0.909289
252.093802,0.909317
252.103803,0.909344
252.113803,0.909372
252.123803,0.909400
252.133803,0.909427
252.143804,0.909455
252.153804,0.909479
252.163804,0.909504
252.173804,0.909529
252.183805,0.909554
252.193805,0.909578
252.203805,0.909600
252.213805,0.909621
252.223806,0.909643
252.233806,0.909665
252.243806,0.909684
252.253806,0.909702
252.263807,0.909720
252.273807,0.909738
252.283807,0.909751
252.293807,0.909765
252.303808,0.909778
252.313808,0.909788
252.323808,0.909796
252.333808,0.909803
252.343809,0.909807
252.353809,0.909811
252.363809,0.909810
252.373809,0.909808
252.383810,0.909801
252.393810,0.909793
252.403810,0.909783
252.413810,0.909766
252.423811,0.909750
252.433811,0.909725
252.443811,0.909700
252.453811,0.909670
252.463812,0.909634
252.473812,0.909593
252.483812,0.909551
252.493812,0.909497
252.503813,0.909440
252.513813,0.909379
252.523813,0.909310
252.533813,0.909234
252.543814,0.909155
252.553814,0.909067
252.563814,0.908968
252.573814,0.908863
252.583815,0.908756
252.593815,0.908636
252.603815,0.908508
252.613815,0.908367
252.623816,0.908220
252.633816,0.908071
252.643816,0.907909
252.653816,0.907736
252.663817,0.907547
252.673817,0.907355
252.683817,0.907161
252.693817,0.906952
252.703818,0.906734
252.713818,0.906502
252.723818,0.906270
252.733818,0.906018
252.743819,0.905763
252.753819,0.905500
252.763819,0.905225
252.773819,0.904949
252.783820,0.904657
252.793820,0.904362
252.803820,0.904062
252.813820,0.903752
252.823821,0.903442
252.833821,0.903133
252.843821,0.902810
252.853821,0.902478
252.863822,0.902146
252.873822,0.901814
252.883822,0.901483
252.893822,0.901151
252.903823,0.900814
252.913823,0.900471
252.923823,0.900128
252.933823,0.899802
252.943824,0.899479
252.953824,0.899155
252.963824,0.898847
252.973824,0.898548
252.983825,0.898250
252.993825,0.897961
253.003825,0.897693
253.013825,0.897426
253.023826,0.897159
253.033826,0.896933
253.043826,0.896707
253.053826,0.896506
253.063827,0.896324
253.073827,0.896144
253.083827,0.896003
253.093827,0.895861
253.103828,0.895759
253.113828,0.895658
253.123828,0.895588
253.133828,0.895542
253.143829,0.895499
253.153829,0.895496
253.163829,0.895510
253.173829,0.895551
253.183830,0.895595
253.193830,0.895683
253.203830,0.895771
253.213830,0.895894
253.223831,0.896035
253.233831,0.896179
253.243831,0.896371
253.253831,0.896562
253.263832,0.896785
253.273832,0.897017
253.283832,0.897256
253.293832,0.897527
253.303833,0.897798
253.313833,0.898070
253.323833,0.898386
253.333833,0.898704
253.343834,0.899029
253.353834,0.899368
253.363834,0.899706
253.373834,0.900049
253.383835,0.900410
253.393835,0.900771
253.403835,0.901133
253.413835,0.901494
253.423836,0.901862
253.433836,0.902233
253.443836,0.902624
253.453836,0.903015
253.463837,0.903406
253.473837,0.903798
253.483837,0.904190
253.493837,0.904565
253.503838,0.904938
253.513838,0.905312
253.523838,0.905682
253.533838,0.906033
253.543839,0.906385
253.553839,0.906735
253.563839,0.907069
253.573839,0.907404
253.583840,0.907723
253.593840,0.908037
253.603840,0.908342
253.613840,0.908635
253.623841,0.908922
253.633841,0.909183
253.643841,0.909443
253.653841,0.909695
253.663842,0.909945
253.673842,0.910188
253.683842,0.910425
253.693842,0.910633
253.703843,0.910842
253.713843,0.911050
253.723843,0.911235
253.733843,0.911415
253.743844,0.911590
253.753844,0.911761
253.763844,0.911918
253.773844,0.912074
253.783845,0.912228
253.793845,0.912364
253.803845,0.912497
253.813845,0.912625
253.823846,0.912739
253.833846,0.912852
253.843846,0.912960
253.853846,0.913067
253.863847,0.913165
253.873847,0.913256
253.883847,0.913346
253.893847,0.913432
253.903848,0.913517
253.913848,0.913595
253.923848,0.913673
253.933848,0.913741
253.943849,0.913808
253.953849,0.913874
253.963849,0.913938
253.973849,0.913999
253.983850,0.914055
253.993850,0.914111
254.003850,0.914167
254.013850,0.914218
254.023851,0.914269
254.033851,0.914321
254.043851,0.914368
254.053851,0.914413
254.063852,0.914457
254.073852,0.914501
254.083852,0.914544
254.093852,0.914587
254.103853,0.914630
254.113853,0.914669
254.123853,0.914707
254.133853,0.914745
254.143854,0.914783
254.153854,0.914821
254.163854,0.914858
254.173854,0.914894
254.183855,0.914930
254.193855,0.914966
254.203855,0.915002
254.213855,0.915037
254.223856,0.915070
254.233856,0.915104
254.243856,0.915137
254.253856,0.915170
254.263857,0.915203
254.273857,0.915236
254.283857,0.915270
254.293857,0.915302
254.303858,0.915334
254.313858,0.915366
254.323858,0.915398
254.333858,0.915430
254.343859,0.915462
254.353859,0.915494
254.363859,0.915527
254.373859,0.915559
254.383860,0.915591
254.393860,0.915622
254.403860,0.915652
254.413860,0.915683
254.423861,0.915713
254.433861,0.915744
254.443861,0.915774
254.453861,0.915805
254.463862,0.915835
254.473862,0.915865
254.483862,0.915896
254.493862,0.915926
254.503863,0.915957
254.513863,0.915987
254.523863,0.916018
254.533863,0.916048
254.543864,0.916078
254.553864,0.916107
254.563864,0.916137
254.573864,0.916167
254.583865,0.916196
254.593865,0.916226
254.603865,0.916256
254.613865,0.916285
254.623866,0.916315
254.633866,0.916345
254.643866,0.916374
254.653866,0.916404
254.663867,0.916434
254.673867,0.916463
254.683867,0.916492
254.693867,0.916520
254.703868,0.916549
254.713868,0.916578
254.723868,0.916606
254.733868,0.916635
254.743869,0.916664
254.753869,0.916692
254.763869,0.916721
254.773869,0.916749
254.783870,0.916778
254.793870,0.916807
254.803870,0.916835
254.813870,0.916864
254.823871,0.916893
254.833871,0.916921
254.843871,0.916950
254.853871,0.916978
254.863872,0.917007
254.873872,0.917036
254.883872,0.917064
254.893872,0.917092
254.903873,0.917120
254.913873,0.917148
254.923873,0.917175
254.933873,0.917203
254.943874,0.917230
254.953874,0.917258
254.963874,0.917286
254.973874,0.917313
254.983875,0.917341
254.993875,0.917368
255.003875,0.917396
255.013875,0.917424
255.023876,0.917451
255.033876,0.917479
255.043876,0.917506
255.053876,0.917534
255.063877,0.917562
255.073877,0.917589
255.083877,0.917617
255.093877,0.917645
255.103878,0.917672
255.113878,0.917699
255.123878,0.917725
255.133878,0.917752
255.143879,0.917779
255.153879,0.917805
255.163879,0.917832
255.173879,0.917859
255.183880,0.917885
255.193880,0.917912
255.203880,0.917939
255.213880,0.917965
255.223881,0.917992
255.233881,0.918019
255.243881,0.918045
255.253881,0.918072
255.263882,0.918099
255.273882,0.918125
255.283882,0.918152
255.293882,0.918179
255.303883,0.918209
255.313883,0.918239
255.323883,0.918269
255.333883,0.918299
255.343884,0.918329
255.353884,0.918358
255.363884,0.918388
255.373884,0.918418
255.383885,0.918448
255.393885,0.918478
255.403885,0.918507
255.413885,0.918537
255.423886,0.918567
255.433886,0.918597
255.443886,0.918627
255.453886,0.918656
255.463887,0.918686
255.473887,0.918716
255.483887,0.918746
255.493887,0.918775
255.503888,0.918805
255.513888,0.918835
255.523888,0.918865
255.533888,0.918894
255.543889,0.918923
255.553889,0.918952
255.563889,0.918980
255.573889,0.919009
255.583890,0.919038
255.593890,0.919067
255.603890,0.919095
255.613890,0.919124
255.623891,0.919153
255.633891,0.919182
255.643891,0.919210
255.653891,0.919239
255.663892,0.919268
255.673892,0.919297
255.683892,0.919324
255.693892,0.919352
255.703893,0.919380
255.713893,0.919407
255.723893,0.919435
255.733893,0.919463
255.743894,0.919490
255.753894,0.919518
255.763894,0.919546
255.773894,0.919573
255.783895,0.919601
255.793895,0.919629
255.803895,0.919656
255.813895,0.919684
255.823896,0.919711
255.833896,0.919737
255.843896,0.919764
255.853896,0.919790
255.863897,0.919817
255.873897,0.919843
255.883897,0.919870
255.893897,0.919896
255.903898,0.919923
255.913898,0.919949
255.923898,0.919976
255.933898,0.920002
255.943899,0.920029
255.953899,0.920055
255.963899,0.920081
255.973899,0.920106
255.983900,0.920131
255.993900,0.920156
256.003900,0.920182
256.013900,0.920207
256.023901,0.920232
256.033901,0.920257
256.043901,0.920282
256.053901,0.920307
256.063902,0.920332
256.073902,0.920357
256.083902,0.920382
256.093902,0.920407
256.103903,0.920432
256.113903,0.920455
256.123903,0.920479
256.133903,0.920502
256.143904,0.920525
256.153904,0.920549
256.163904,0.920572
256.173904,0.920595
256.183905,0.920619
256.193905,0.920642
256.203905,0.920665
256.213905,0.920689
256.223906,0.920712
256.233906,0.920738
256.243906,0.920769
256.253906,0.920798
256.263907,0.920826
256.273907,0.920854
256.283907,0.920882
256.293907,0.920910
256.303908,0.920938
256.313908,0.920966
256.323908,0.920994
256.333908,0.921022
256.343909,0.921050
256.353909,0.921078
256.363909,0.921106
256.373909,0.921134
256.383910,0.921163
256.393910,0.921190
256.403910,0.921215
256.413910,0.921241
256.423911,0.921267
256.433911,0.921293
256.443911,0.921319
256.453911,0.921345
256.463912,0.921371
256.473912,0.921397
256.483912,0.921423
256.493912,0.921448
256.503913,0.921472
256.513913,0.921496
256.523913,0.921521
256.533913,0.921545
256.543914,0.921569
256.553914,0.921593
256.563914,0.921618
256.573914,0.921642
256.583915,0.921666
256.593915,0.921689
256.603915,0.921711
256.613915,0.921732
256.623916,0.921754
256.633916,0.921776
256.643916,0.921797
256.653916,0.921819
256.663917,0.921841
256.673917,0.921863
256.683917,0.921884
256.693917,0.921904
256.703918,0.921924
256.713918,0.921943
256.723918,0.921962
256.733918,0.921981
256.743919,0.922000
256.753919,0.922019
256.763919,0.922038
256.773919,0.922057
256.783920,0.922076
256.793920,0.922093
256.803920,0.922109
256.813920,0.922125
256.823921,0.922141
256.833921,0.922162
256.843921,0.922187
256.853921,0.922211
256.863922,0.922236
256.873922,0.922261
256.883922,0.922285
256.893922,0.922307
256.903923,0.922328
256.913923,0.922348
256.923923,0.922369
256.933923,0.922389
256.943924,0.922410
256.953924,0.922430
256.963924,0.922451
256.973924,0.922471
256.983925,0.922492
256.993925,0.922510
257.003925,0.922526
257.013925,0.922543
257.023926,0.922560
257.033926,0.922576
257.043926,0.922593
257.053926,0.922610
257.063927,0.922625
257.073927,0.922638
257.083927,0.922651
257.093927,0.922664
257.103928,0.922677
257.113928,0.922689
257.123928,0.922702
257.133928,0.922715
257.143929,0.922724
257.153929,0.922732
257.163929,0.922740
257.173929,0.922748
257.183930,0.922757
257.193930,0.922765
257.203930,0.922773
257.213930,0.922781
257.223931,0.922786
257.233931,0.922789
257.243931,0.922792
257.253931,0.922794
257.263932,0.922797
257.273932,0.922800
257.283932,0.922803
257.293932,0.922800
257.303933,0.922797
257.313933,0.922794
257.323933,0.922792
257.333933,0.922796
257.343934,0.922803
257.353934,0.922806
257.363934,0.922806
257.373934,0.922806
257.383935,0.922807
257.393935,0.922807
257.403935,0.922807
257.413935,0.922807
257.423936,0.922799
257.433936,0.922792
257.443936,0.922785
257.453936,0.922778
257.463937,0.922771
257.473937,0.922763
257.483937,0.922751
257.493937,0.922735
257.503938,0.922718
257.513938,0.922702
257.523938,0.922686
257.533938,0.922670
257.543939,0.922653
257.553939,0.922627
257.563939,0.922602
257.573939,0.922576
257.583940,0.922550
257.593940,0.922522
257.603940,0.922488
257.613940,0.922453
257.623941,0.922419
257.633941,0.922392
257.643941,0.922362
257.653941,0.922326
257.663942,0.922289
257.673942,0.922253
257.683942,0.922216
257.693942,0.922173
257.703943,0.922124
257.713943,0.922076
257.723943,0.922027
257.733943,0.921970
257.743944,0.921909
257.753944,0.921848
257.763944,0.921788
257.773944,0.921724
257.783945,0.921647
257.793945,0.921570
257.803945,0.921494
257.813945,0.921417
257.823946,0.921329
257.833946,0.921236
257.843946,0.921144
257.853946,0.921045
257.863947,0.920932
257.873947,0.920819
257.883947,0.920706
257.893947,0.920576
257.903948,0.920446
257.913948,0.920317
257.923948,0.920170
257.933948,0.920011
257.943949,0.919852
257.953949,0.919686
257.963949,0.919503
257.973949,0.919319
257.983950,0.919136
257.993950,0.918920
258.003950,0.918700
258.013950,0.918480
258.023951,0.918237
258.033951,0.917972
258.043951,0.917700
258.053951,0.917410
258.063952,0.917121
258.073952,0.916776
258.083952,0.916430
258.093952,0.916068
258.103953,0.915627
258.113953,0.915178
258.123953,0.914699
258.133953,0.914220
258.143954,0.913679
258.153954,0.913106
258.163954,0.912476
258.173954,0.911819
258.183955,0.911104
258.193955,0.910298
258.203955,0.909449
258.213955,0.908564
258.223956,0.907583
258.233956,0.906538
258.243956,0.905373
258.253956,0.904171
258.263957,0.902758
258.273957,0.901251
258.283957,0.899691
258.293957,0.898011
258.303958,0.896320
258.313958,0.894335
258.323958,0.892158
258.333958,0.889881
258.343959,0.887344
258.353959,0.884580
258.363959,0.881829
258.373959,0.878855
258.383960,0.875418
258.393960,0.871763
258.403960,0.868198
258.413960,0.864072
258.423961,0.859614
258.433961,0.854731
258.443961,0.849605
258.453961,0.844080
258.463962,0.838544
258.473962,0.832381
258.483962,0.825962
258.493962,0.818927
258.503963,0.811527
258.513963,0.803719
258.523963,0.795770
258.533963,0.786727
258.543964,0.778509
258.553964,0.769023
258.563964,0.758350
258.573964,0.748456
258.583965,0.737412
258.593965,0.726210
258.603965,0.714551
258.613965,0.701945
258.623966,0.688998
258.633966,0.676160
258.643966,0.662689
258.653966,0.649339
258.663967,0.634984
258.673967,0.619863
258.683967,0.605383
258.693967,0.589783
258.703968,0.574878
258.713968,0.559331
258.723968,0.543765
258.733968,0.528346
258.743969,0.512325
258.753969,0.496812
258.763969,0.481166
258.773969,0.465434
258.783970,0.450470
258.793970,0.435060
258.803970,0.419501
258.813970,0.404111
258.823971,0.389548
258.833971,0.375059
258.843971,0.360917
258.853971,0.347231
258.863972,0.334064
258.873972,0.321114
258.883972,0.308619
258.893972,0.296564
258.903973,0.284981
258.913973,0.273850
258.923973,0.263154
258.933973,0.252876
258.943974,0.243195
258.953974,0.233967
258.963974,0.225090
258.973974,0.216549
258.983975,0.208739
258.993975,0.201311
259.003975,0.194147
259.013975,0.187806
259.023976,0.181703
259.033976,0.175798
259.043976,0.171032
259.053976,0.166099
259.063977,0.161858
259.073977,0.157958
259.083977,0.153973
259.093977,0.150913
259.103978,0.147972
259.113978,0.145474
259.123978,0.143220
259.133978,0.141525
259.143979,0.140074
259.153979,0.138659
259.163979,0.138071
259.173979,0.137488
259.183980,0.137221
259.193980,0.137429
259.203980,0.137657
259.213980,0.138544
259.223981,0.139488
259.233981,0.140930
259.243981,0.142603
259.253981,0.144828
259.263982,0.147017
259.273982,0.150039
259.283982,0.153196
259.293982,0.156744
259.303983,0.160625
259.313983,0.164676
259.323983,0.169348
259.333983,0.174292
259.343984,0.179397
259.353984,0.185391
259.363984,0.191772
259.373984,0.198617
259.383985,0.205869
259.393985,0.213476
259.403985,0.221365
259.413985,0.229856
259.423986,0.238867
259.433986,0.248316
259.443986,0.258139
259.453986,0.268351
259.463987,0.278967
259.473987,0.290005
259.483987,0.301497
259.493987,0.313462
259.503988,0.325902
259.513988,0.338794
259.523988,0.351802
259.533988,0.365310
259.543989,0.379220
259.553989,0.393079
259.563989,0.407444
259.573989,0.421998
259.583990,0.436624
259.593990,0.451611
259.603990,0.466386
259.613990,0.481468
259.623991,0.496476
259.633991,0.511622
259.643991,0.527214
259.653991,0.542923
259.663992,0.557327
259.673992,0.572093
259.683992,0.585640
259.693992,0.600359
259.703993,0.614284
259.713993,0.628003
259.723993,0.641141
259.733993,0.653738
259.743994,0.666663
259.753994,0.678650
259.763994,0.691003
259.773994,0.702192
259.783995,0.713396
259.793995,0.723994
259.803995,0.734241
259.813995,0.744314
259.823996,0.753435
259.833996,0.762739
259.843996,0.770857
259.853996,0.779214
259.863997,0.786793
259.873997,0.793936
259.883997,0.801161
259.893997,0.807410
259.903998,0.813805
259.913998,0.819560
259.923998,0.824955
259.933998,0.830378
259.943999,0.835383
259.953999,0.839848
259.963999,0.844168
259.973999,0.848316
259.984000,0.851967
259.994000,0.855589
260.004000,0.858953
260.014000,0.862132
260.024001,0.865064
260.034001,0.867756
260.044001,0.870333
260.054001,0.872786
260.064002,0.875003
260.074002,0.877097
260.084002,0.879087
260.094002,0.880979
260.104003,0.882652
260.114003,0.884292
260.124003,0.885828
260.134003,0.887215
260.144004,0.888495
260.154004,0.889795
260.164004,0.890957
260.174004,0.892086
260.184005,0.893133
260.194005,0.894172
260.204005,0.895130
260.214005,0.896041
260.224006,0.896859
260.234006,0.897660
260.244006,0.898421
260.254006,0.899202
260.264007,0.899867
260.274007,0.900495
260.284007,0.901121
260.294007,0.901744
260.304008,0.902314
260.314008,0.902871
260.324008,0.903416
260.334008,0.903934
260.344009,0.904414
260.354009,0.904847
260.364009,0.905271
260.374009,0.905696
260.384010,0.906120
260.394010,0.906515
260.404010,0.906911
260.414010,0.907306
260.424011,0.907690
260.434011,0.908049
260.444011,0.908383
260.454011,0.908711
260.464012,0.909016
260.474012,0.909306
260.484012,0.909597
260.494012,0.909887
260.504013,0.910160
260.514013,0.910429
260.524013,0.910698
260.534013,0.910967
260.544014,0.911236
260.554014,0.911491
260.564014,0.911742
260.574014,0.911993
260.584015,0.912244
260.594015,0.912465
260.604015,0.912664
260.614015,0.912861
260.624016,0.913059
260.634016,0.913256
260.644016,0.913453
260.654016,0.913634
260.664017,0.913814
260.674017,0.913993
260.684017,0.914172
260.694017,0.914352
260.704018,0.914516
260.714018,0.914678
260.724018,0.914841
260.734018,0.915003
260.744019,0.915151
260.754019,0.915290
260.764019,0.915419
260.774019,0.915548
260.784020,0.915675
260.794020,0.915798
260.804020,0.915920
260.814020,0.916043
260.824021,0.916165
260.834021,0.916275
260.844021,0.916381
260.854021,0.916487
260.864022,0.916594
260.874022,0.916700
260.884022,0.916807
260.894022,0.916903
260.904023,0.916996
260.914023,0.917088
260.924023,0.917168
260.934023,0.917243
260.944024,0.917318
260.954024,0.917385
260.964024,0.917446
260.974024,0.917508
260.984025,0.917570
260.994025,0.917632
261.004025,0.917694
261.014025,0.917746
261.024026,0.917791
261.034026,0.917836
261.044026,0.917882
261.054026,0.917927
261.064027,0.917973
261.074027,0.918010
261.084027,0.918039
261.094027,0.918068
261.104028,0.918092
261.114028,0.918108
261.124028,0.918124
261.134028,0.918133
261.144029,0.918132
261.154029,0.918132
261.164029,0.918131
261.174029,0.918130
261.184030,0.918129
261.194030,0.918123
261.204030,0.918104
261.214030,0.918085
261.224031,0.918065
261.234031,0.918046
261.244031,0.918027
261.254031,0.918006
261.264032,0.917967
261.274032,0.917928
261.284032,0.917889
261.294032,0.917843
261.304033,0.917788
261.314033,0.917734
261.324033,0.917663
261.334033,0.917586
261.344034,0.917510
261.354034,0.917433
261.364034,0.917356
261.374034,0.917279
261.384035,0.917194
261.394035,0.917091
261.404035,0.916988
261.414035,0.916884
261.424036,0.916781
261.434036,0.916662
261.444036,0.916543
261.454036,0.916399
261.464037,0.916253
261.474037,0.916107
261.484037,0.915960
261.494037,0.915812
261.504038,0.915641
261.514038,0.915470
261.524038,0.915299
261.534038,0.915128
261.544039,0.914949
261.554039,0.914752
261.564039,0.914544
261.574039,0.914320
261.584040,0.914096
261.594040,0.913856
261.604040,0.913602
261.614040,0.913347
261.624041,0.913093
261.634041,0.912838
261.644041,0.912563
261.654041,0.912278
261.664042,0.911986
261.674042,0.911662
261.684042,0.911339
261.694042,0.910990
261.704043,0.910638
261.714043,0.910286
261.724043,0.909934
261.734043,0.909531
261.744044,0.909098
261.754044,0.908665
261.764044,0.908232
261.774044,0.907786
261.784045,0.907309
261.794045,0.906833
261.804045,0.906357
261.814045,0.905852
261.824046,0.905319
261.834046,0.904722
261.844046,0.904127
261.854046,0.903500
261.864047,0.902867
261.874047,0.902235
261.884047,0.901602
261.894047,0.900849
261.904048,0.900096
261.914048,0.899345
261.924048,0.898575
261.934048,0.897734
261.944049,0.896840
261.954049,0.895911
261.964049,0.894937
261.974049,0.893964
261.984050,0.892983
261.994050,0.891857
262.004050,0.890698
262.014050,0.889549
262.024051,0.888342
262.034051,0.887046
262.044051,0.885673
262.054051,0.884291
262.064052,0.882634
262.074052,0.881068
262.084052,0.879391
262.094052,0.877639
262.104053,0.875893
262.114053,0.873856
262.124053,0.871745
262.134053,0.869496
262.144054,0.867254
262.154054,0.864771
262.164054,0.862128
262.174054,0.859299
262.184055,0.856343
262.194055,0.853474
262.204055,0.850135
262.214055,0.846738
262.224056,0.842948
262.234056,0.838974
262.244056,0.834847
262.254056,0.830203
262.264057,0.825660
262.274057,0.820419
262.284057,0.815235
262.294057,0.809271
262.304058,0.803281
262.314058,0.796922
262.324058,0.789948
262.334058,0.782469
262.344059,0.774661
262.354059,0.766824
262.364059,0.757518
262.374059,0.748529
262.384060,0.738992
262.394060,0.728271
262.404060,0.717280
262.414060,0.706230
262.424061,0.693853
262.434061,0.680810
262.444061,0.667842
262.454061,0.653452
262.464062,0.639021
262.474062,0.624392
262.484062,0.608154
262.494062,0.592079
262.504063,0.575214
262.514063,0.557168
262.524063,0.539733
262.534063,0.520905
262.544064,0.502403
262.554064,0.483382
262.564064,0.463789
262.574064,0.443316
262.584065,0.423062
262.594065,0.403498
262.604065,0.382432
262.614065,0.362527
262.624066,0.341815
262.634066,0.321512
262.644066,0.302201
262.654066,0.282425
262.664067,0.264452
262.674067,0.245489
262.684067,0.228030
262.694067,0.210488
262.704068,0.193443
262.714068,0.177949
262.724068,0.162062
262.734068,0.148580
262.744069,0.134837
262.754069,0.122201
262.764069,0.110185
262.774069,0.099224
262.784070,0.088912
262.794070,0.079610
262.804070,0.070942
262.814070,0.063088
262.824071,0.055995
262.834071,0.049581
262.844071,0.043901
262.854071,0.038794
262.864072,0.034112
262.874072,0.029980
262.884072,0.026312
262.894072,0.023046
262.904073,0.020186
262.914073,0.017651
262.924073,0.015429
262.934073,0.013486
262.944074,0.011788
262.954074,0.010304
262.964074,0.009006
262.974074,0.007873
262.984075,0.006983
262.994075,0.006141
263.004075,0.005397
263.014075,0.004756
263.024076,0.004240
263.034076,0.003780
263.044076,0.003371
263.054076,0.003024
263.064077,0.002722
263.074077,0.002475
263.084077,0.002252
263.094077,0.002050
263.104078,0.001899
263.114078,0.001753
263.124078,0.001635
263.134078,0.001536
263.144079,0.001450
263.154079,0.001381
263.164079,0.001321
263.174079,0.001271
263.184080,0.001239
263.194080,0.001211
263.204080,0.001192
263.214080,0.001186
263.224081,0.001186
263.234081,0.001198
263.244081,0.001220
263.254081,0.001243
263.264082,0.001288
263.274082,0.001336
263.284082,0.001401
263.294082,0.001474
263.304083,0.001564
263.314083,0.001670
263.324083,0.001786
263.334083,0.001938
263.344084,0.002108
263.354084,0.002293
263.364084,0.002524
263.374084,0.002783
263.384085,0.003110
263.394085,0.003465
263.404085,0.003861
263.414085,0.004342
263.424086,0.004888
263.434086,0.005522
263.444086,0.006246
263.454086,0.007072
263.464087,0.008008
263.474087,0.009105
263.484087,0.010379
263.494087,0.011831
263.504088,0.013466
263.514088,0.015304
263.524088,0.017392
263.534088,0.019766
263.544089,0.022464
263.554089,0.025532
263.564089,0.029139
263.574089,0.032938
263.584090,0.037232
263.594090,0.042169
263.604090,0.047455
263.614090,0.053370
263.624091,0.059993
263.634091,0.066993
263.644091,0.074824
263.654091,0.083258
263.664092,0.092264
263.674092,0.101996
263.684092,0.112425
263.694092,0.123103
263.704093,0.135309
263.714093,0.147853
263.724093,0.160736
263.734093,0.173950
263.744094,0.188482
263.754094,0.202977
263.764094,0.217657
263.774094,0.231832
263.784095,0.248110
263.794095,0.263516
263.804095,0.279842
263.814095,0.295651
263.824096,0.310900
263.834096,0.327623
263.844096,0.342873
263.854096,0.357864
263.864097,0.372859
263.874097,0.387932
263.884097,0.401725
263.894097,0.414911
263.904098,0.428586
263.914098,0.440640
263.924098,0.451721
263.934098,0.462637
263.944099,0.472969
263.954099,0.481852
263.964099,0.490333
263.974099,0.498139
263.984100,0.504197
263.994100,0.510015
264.004100,0.514774
264.014100,0.518571
264.024101,0.521545
264.034101,0.523569
264.044101,0.524754
264.054101,0.525029
264.064102,0.524342
264.074102,0.522984
264.084102,0.520695
264.094102,0.517696
264.104103,0.513843
264.114103,0.509471
264.124103,0.504421
264.134103,0.498826
264.144104,0.492448
264.154104,0.485652
264.164104,0.478177
264.174104,0.470068
264.184105,0.462028
264.194105,0.453330
264.204105,0.444908
264.214105,0.435720
264.224106,0.426386
264.234106,0.417002
264.244106,0.406774
264.254106,0.396708
264.264107,0.387203
264.274107,0.377199
264.284107,0.367222
264.294107,0.357632
264.304108,0.348292
264.314108,0.339167
264.324108,0.329874
264.334108,0.320802
264.344109,0.311859
264.354109,0.303165
264.364109,0.294713
264.374109,0.286648
264.384110,0.279071
264.394110,0.271724
264.404110,0.264570
264.414110,0.257760
264.424111,0.251161
264.434111,0.244961
264.444111,0.239234
264.454111,0.233642
264.464112,0.228631
264.474112,0.223908
264.484112,0.219256
264.494112,0.215182
264.504113,0.211445
264.514113,0.208110
264.524113,0.205147
264.534113,0.202095
264.544114,0.199934
264.554114,0.197795
264.564114,0.196200
264.574114,0.194867
264.584115,0.193684
264.594115,0.193018
264.604115,0.192747
264.614115,0.192784
264.624116,0.192880
264.634116,0.193609
264.644116,0.194519
264.654116,0.196025
264.664117,0.197692
264.674117,0.199603
264.684117,0.201844
264.694117,0.204510
264.704118,0.207785
